yyyy-mm-ddTHH:MM:SSZ, OL_31.5, OL_63, OL_125, OL_250, OL_500, OL_1k, OL_2k, OL_4k, OL_8k, OL_16k, OL_32k, 
2018-11-24T10:00:02Z,104.695766,97.670388,92.482444,92.573973,95.003148,96.876727,102.111677,110.650911,113.079074,110.49075,107.444953, 
2018-11-24T11:00:02Z,106.01136,97.980199,93.20129,93.572866,96.013757,97.748693,102.590799,110.8451,113.317785,110.778644,107.912891, 
2018-11-24T12:00:02Z,105.190312,97.954863,93.465321,94.285735,96.430626,98.094405,102.556755,110.806976,113.294864,111.010135,107.989019, 
2018-11-24T13:00:02Z,103.402554,97.330812,94.914526,104.058048,107.254934,100.200258,102.989386,110.82692,113.418904,111.107576,108.061396, 
2018-11-24T14:00:02Z,104.665739,97.295371,93.249181,97.406717,99.326433,98.803814,103.43864,111.626124,113.986066,111.142397,107.978684, 
2018-11-24T15:00:02Z,108.658435,102.170177,96.787813,95.851436,97.880124,98.332898,101.719506,109.547699,111.676667,108.534168,105.04825, 
2018-11-24T16:00:02Z,106.366098,98.84842,94.366093,94.865566,97.037555,98.56469,101.426275,108.656229,110.752542,107.754462,104.358486, 
2018-11-24T17:00:02Z,107.774242,99.853542,94.691408,94.720251,97.086536,98.553183,101.45752,108.519282,110.531362,107.418975,104.177762, 
2018-11-24T18:00:02Z,107.070807,98.273927,93.626952,94.738747,97.227158,98.664366,101.596796,108.099891,110.133784,107.059332,103.616578, 
2018-11-24T19:00:02Z,107.349823,98.576757,94.238558,94.942229,97.438642,98.848775,101.246794,108.009655,109.982439,106.823553,103.391184, 
2018-11-24T20:00:02Z,106.412174,98.36602,94.713445,94.735571,97.221633,98.754417,101.220504,107.804046,109.795429,106.562269,103.231334, 
2018-11-24T21:00:02Z,107.292331,99.469711,96.049183,94.813163,97.155444,98.64991,101.443723,108.442634,110.389176,107.237819,103.932995, 
2018-11-24T22:00:02Z,109.244384,101.209398,96.600398,95.40911,97.754817,99.139,101.684749,108.809874,110.751761,107.500528,104.114503, 
2018-11-24T23:00:02Z,108.452914,101.427524,97.004809,95.91407,98.384991,99.896298,102.383009,109.213656,111.035462,108.003623,104.645385, 
2018-11-25T00:00:02Z,109.655329,102.064775,97.497242,96.589095,98.829857,100.255891,102.788898,109.998153,111.682808,108.65302,105.344478, 
2018-11-25T01:00:02Z,108.86424,101.67864,96.673521,95.381211,97.44479,99.259276,104.191877,112.04761,113.985998,111.596997,108.55787, 
2018-11-25T02:00:02Z,106.684329,99.941045,95.632506,93.960449,95.870724,97.965097,103.351362,111.325398,113.738533,111.529158,108.576143, 
2018-11-25T03:00:02Z,105.373867,99.792923,96.413088,95.945146,97.872413,99.469657,103.231528,111.088791,113.638246,111.127712,108.356385, 
2018-11-25T04:00:02Z,103.370978,98.388268,95.273786,94.857477,96.646684,98.263146,103.143505,110.900818,113.60472,111.092577,108.219372, 
2018-11-25T05:00:02Z,105.306248,98.516993,94.774198,94.221425,96.483284,97.952586,102.490954,110.796572,113.371277,110.760646,107.722774, 
2018-11-25T06:00:02Z,103.436225,97.89419,93.917576,92.173176,94.488751,96.203869,101.936183,110.784654,113.357366,110.838196,107.701767, 
2018-11-25T07:00:02Z,104.062503,97.44735,93.270714,90.239561,92.463732,95.018603,101.827737,110.878853,113.346801,111.007841,107.908601, 
2018-11-25T08:00:02Z,102.372452,96.457832,93.186047,89.700073,91.540387,94.227069,101.69929,110.846839,113.459827,111.285711,108.274245, 
2018-11-25T09:00:02Z,101.513951,95.748823,92.163711,91.742866,93.252073,92.89836,101.505544,110.758178,113.456475,111.214059,108.408268, 
2018-11-25T10:00:02Z,101.159174,95.72784,92.297217,94.38411,95.179432,91.786459,101.392653,110.712029,113.350254,110.930507,107.98434, 
2018-11-25T11:00:02Z,101.709784,95.463249,91.288235,92.022628,94.047003,91.560766,101.437499,110.833409,113.350794,111.062398,108.126294, 
2018-11-25T12:00:02Z,101.739377,96.197963,92.229235,87.129157,86.963295,91.530221,101.744483,111.017006,113.58561,111.305799,108.374956, 
2018-11-25T13:00:02Z,102.801591,96.893322,92.626224,87.241382,89.41566,91.443669,102.443724,111.385834,113.98895,111.749559,108.974262, 
2018-11-25T14:00:02Z,103.294637,96.766024,92.316119,86.666364,85.984905,91.670367,102.30314,111.956413,114.427845,111.838138,108.832144, 
2018-11-25T15:00:02Z,103.068675,96.473399,91.766375,86.123678,85.077059,90.686742,100.610875,109.995313,112.167127,109.350124,106.194923, 
2018-11-25T16:00:02Z,100.741027,95.155686,91.257711,90.256612,89.583016,92.666063,100.504277,109.27804,111.334274,108.659278,105.354841, 
2018-11-25T17:00:02Z,99.578162,95.965403,99.786783,100.851338,100.277364,100.200631,103.497662,109.768911,111.463448,108.884578,105.523133, 
2018-11-25T18:00:02Z,98.147664,93.882139,94.278496,93.790116,92.421936,93.796707,100.286145,108.003305,110.14783,107.498526,104.247118, 
2018-11-25T19:00:02Z,98.774876,94.434287,94.727963,89.466618,88.645437,91.33732,99.183649,108.172687,110.172412,107.623035,104.259134, 
2018-11-25T20:00:02Z,98.39519,94.095318,95.470862,94.031986,93.331,93.320888,98.820426,107.09048,109.150958,106.430878,103.354577, 
2018-11-25T21:00:02Z,100.412687,94.15613,90.529028,88.148229,87.616466,90.561221,99.165332,107.300416,109.4647,106.833193,103.638454, 
2018-11-25T22:00:02Z,100.016277,93.880859,89.477001,87.685765,84.773877,88.821726,98.320791,106.737711,108.793042,106.176875,102.810292, 
2018-11-25T23:00:02Z,98.496876,92.909032,88.436346,84.995692,90.770562,91.969015,98.874705,107.735757,109.525665,106.959167,103.633995, 
2018-11-26T00:00:02Z,98.875922,93.009521,88.892824,85.298722,85.776539,89.564849,100.947419,108.816795,110.873873,108.48152,105.178857, 
2018-11-26T01:00:02Z,101.774663,96.353878,91.322511,87.144936,86.104041,90.822842,101.424417,110.767166,113.231307,111.131024,108.272835, 
2018-11-26T02:00:02Z,102.438206,97.032658,91.81199,86.94501,85.489038,90.823656,100.829434,109.976029,112.657779,110.784801,108.088234, 
2018-11-26T03:00:02Z,100.93355,95.895405,90.975819,86.966789,85.719251,90.533726,100.952345,110.232006,112.735353,110.830223,107.973309, 
2018-11-26T04:00:02Z,99.616078,94.145979,89.804567,86.130389,84.446638,90.709005,101.894,111.035577,113.54152,111.418969,108.469433, 
2018-11-26T05:00:02Z,97.756168,93.783102,90.528365,91.013291,88.098578,91.072263,101.254157,110.581679,113.128525,110.930309,107.900218, 
2018-11-26T06:00:02Z,96.218006,92.432922,89.312439,86.5235,84.003729,89.99565,101.206329,110.321467,112.893071,110.840551,107.79503, 
2018-11-26T07:00:02Z,96.383924,92.945916,90.103571,96.851806,96.25743,95.880795,101.292142,110.046803,112.873834,110.730882,107.740768, 
2018-11-26T08:00:02Z,97.376947,92.354228,88.549176,85.193745,83.496055,89.458234,101.048073,110.415251,113.123954,111.091832,108.153443, 
2018-11-26T09:00:02Z,97.028938,92.214115,88.906147,85.855977,83.616888,89.225549,100.668242,110.013634,112.767141,110.823678,107.628818, 
2018-11-26T10:00:02Z,97.053651,92.56471,88.973749,86.143319,83.615247,89.136693,100.722592,110.095495,112.806505,110.675675,107.481959, 
2018-11-26T11:00:02Z,97.315996,92.923476,88.825915,85.14101,83.61539,89.844031,100.717504,110.279721,112.878796,110.643494,107.48491, 
2018-11-26T12:00:02Z,97.781557,93.009508,89.3011,86.059448,83.130846,88.823662,100.795155,110.31388,112.96786,110.776814,107.658667, 
2018-11-26T13:00:02Z,95.766979,92.557845,88.902445,86.071119,84.246228,89.380862,101.091596,110.493027,113.206633,111.060651,108.029534, 
2018-11-26T14:00:02Z,97.464608,94.110674,91.42144,94.028724,95.878879,94.574409,102.698836,111.303817,113.606484,111.217952,108.011637, 
2018-11-26T15:00:02Z,96.745267,94.476417,92.092212,94.907471,89.468337,92.120641,100.134406,108.884657,110.988239,108.465334,105.261194, 
2018-11-26T16:00:02Z,95.946157,92.400034,89.015702,87.450218,86.403313,90.160536,99.341018,108.362506,110.379823,107.791285,104.705184, 
2018-11-26T17:00:02Z,94.908718,92.148867,88.894049,85.886238,84.166204,89.09531,98.623492,107.83964,110.07976,107.626124,104.5298, 
2018-11-26T18:00:02Z,95.024015,91.715345,88.214034,86.55881,85.763993,88.69505,98.411577,107.346825,109.600863,107.144058,103.902394, 
2018-11-26T19:00:02Z,94.091086,91.614425,89.83313,88.323386,85.313656,88.772763,98.075293,107.249216,109.386264,106.830493,103.725632, 
2018-11-26T20:00:02Z,93.636435,91.8855,91.067957,97.859055,100.115381,91.61924,98.532828,107.288494,109.295571,106.838568,103.485765, 
2018-11-26T21:00:02Z,93.768733,91.703344,91.531729,98.098226,99.158837,93.76881,99.010464,107.309613,109.349441,106.806161,103.630695, 
2018-11-26T22:00:02Z,94.687361,91.271326,90.554116,92.288614,93.893295,93.384422,99.473747,107.907605,109.861039,107.528708,104.211246, 
2018-11-26T23:00:02Z,95.775362,91.645119,92.31332,95.800032,95.130428,95.466547,100.432997,108.444837,110.204549,107.626074,104.142587, 
2018-11-27T00:00:02Z,117.242247,117.957727,115.355965,110.037897,102.373789,97.429364,101.722621,109.455538,111.195498,108.673979,105.448109, 
2018-11-27T01:00:02Z,95.32976,91.999271,90.16596,91.869999,92.578893,94.609751,103.0558,111.741264,113.820957,111.706711,108.489672, 
2018-11-27T02:00:02Z,95.610268,91.939112,88.835456,89.66122,90.659423,93.907013,101.779545,110.039924,112.571887,110.648324,107.899008, 
2018-11-27T03:00:02Z,95.417545,92.716472,89.68922,86.913216,85.501188,90.468568,100.810859,109.617869,112.111168,110.458982,107.633917, 
2018-11-27T04:00:02Z,95.314243,91.866484,88.959179,86.573171,86.424661,90.971522,100.810002,109.866939,112.452325,110.607206,107.760482, 
2018-11-27T05:00:02Z,95.23836,91.858339,89.065421,86.973156,87.037185,91.117083,100.927183,110.218767,112.731021,110.730862,107.88831, 
2018-11-27T06:00:02Z,93.848882,90.630772,87.985836,86.524979,87.864592,91.664858,101.157556,110.246916,112.827549,110.60015,107.749753, 
2018-11-27T07:00:02Z,94.244362,90.662427,88.692858,87.942181,86.620826,90.562362,100.358366,109.710237,112.493763,110.403449,107.467883, 
2018-11-27T08:00:02Z,93.970956,90.566148,87.915652,85.549954,85.226604,90.063324,100.661641,109.80913,112.548896,110.381127,107.386288, 
2018-11-27T09:00:02Z,95.212631,91.219874,88.227814,86.161305,86.640523,91.048373,100.676979,110.181496,112.708095,110.555554,107.472652, 
2018-11-27T10:00:02Z,95.852637,91.187622,88.411702,86.55542,87.804404,91.553917,100.688031,109.997887,112.614197,110.363092,107.276274, 
2018-11-27T11:00:02Z,94.738426,91.423385,88.960371,86.532972,87.133236,91.194411,100.982448,109.985002,112.66972,110.509635,107.525878, 
2018-11-27T12:00:02Z,95.915291,91.655924,88.969977,86.705837,88.007907,91.947145,101.108348,110.414819,113.092044,110.935192,107.957332, 
2018-11-27T13:00:02Z,96.895891,92.731903,89.77696,87.142359,88.027161,91.797834,101.350457,110.74524,113.484603,111.32609,108.226351, 
2018-11-27T14:00:02Z,95.051239,92.548066,90.014211,87.027711,87.316547,91.740445,102.218682,111.505284,113.752398,111.239154,108.08232, 
2018-11-27T15:00:02Z,95.45898,91.912964,89.427613,87.276053,87.813904,91.693986,100.988741,109.497461,111.523761,108.779864,105.531812, 
2018-11-27T16:00:02Z,94.501928,91.824104,89.218157,86.72662,87.332972,91.180661,100.126369,108.909138,110.749478,108.134437,104.940951, 
2018-11-27T17:00:02Z,95.539855,92.209984,90.07426,90.461039,91.933382,94.19734,100.342001,108.517206,110.385293,107.595985,104.396334, 
2018-11-27T18:00:02Z,97.704321,93.181433,92.113266,93.367087,92.998454,94.471037,100.078299,108.102976,110.053341,107.284781,103.989808, 
2018-11-27T19:00:02Z,96.333781,92.369332,89.24865,88.121457,90.625009,93.275428,99.77226,107.916077,110.028852,107.309911,104.323192, 
2018-11-27T20:00:02Z,98.659005,92.944423,90.381302,90.844912,92.997673,95.140063,100.359736,108.176623,110.1777,107.556728,104.236983, 
2018-11-27T21:00:02Z,101.59823,95.290876,91.681062,90.592974,93.603227,95.585184,100.096841,108.426734,110.621196,107.580441,104.275536, 
2018-11-27T22:00:02Z,103.127327,96.397685,92.854661,91.691655,94.684126,96.641591,100.952665,108.8682,110.881477,107.993647,104.625301, 
2018-11-27T23:00:02Z,101.135852,94.733683,91.357264,91.492518,94.4846,96.398842,100.642619,109.020553,111.20397,108.185916,104.829693, 
2018-11-28T00:00:02Z,103.295713,96.253644,92.605594,91.258851,94.121825,96.153371,101.339948,110.053392,112.036949,109.197247,105.824573, 
2018-11-28T01:00:02Z,103.240534,96.663965,93.160361,91.946054,94.729895,97.0303,103.029348,111.466921,113.706317,111.356745,108.194035, 
2018-11-28T02:00:02Z,104.389485,98.465601,95.099257,91.291877,93.79207,96.364822,102.884035,111.246374,113.592505,111.496914,108.342012, 
2018-11-28T03:00:02Z,107.30303,101.32981,97.66024,91.646819,94.206127,96.732864,102.983703,111.526681,113.531118,111.362296,108.358934, 
2018-11-28T04:00:02Z,106.683695,100.151091,96.128064,91.169808,93.843035,96.308004,103.301562,111.223286,113.444059,111.201379,108.167256, 
2018-11-28T05:00:02Z,105.036066,98.376422,94.698749,89.864835,92.575968,95.037207,102.228,111.051503,113.614648,111.163162,108.256626, 
2018-11-28T06:00:02Z,105.706338,98.990214,95.391847,89.73283,92.642067,95.289194,102.282032,111.134785,114.007306,111.327567,108.301515, 
2018-11-28T07:00:02Z,105.914468,98.939049,95.359201,89.207799,91.954609,94.647955,101.765027,110.969586,113.482169,111.015083,107.984285, 
2018-11-28T08:00:02Z,104.676033,98.751607,95.779671,88.730789,91.538984,94.420733,101.638006,110.891109,113.548103,111.0724,108.02556, 
2018-11-28T09:00:02Z,109.17726,102.224233,97.55742,89.81363,92.389418,95.016187,101.903548,111.026862,113.477057,110.96417,107.87846, 
2018-11-28T10:00:02Z,106.512709,100.323031,96.626679,88.014091,90.437388,93.356915,100.958201,110.426272,112.932427,110.426612,107.464022, 
2018-11-28T11:00:02Z,109.005012,101.828801,97.378262,88.772695,90.869995,93.976989,101.335067,110.652089,113.114949,110.728603,107.676785, 
2018-11-28T12:00:02Z,109.751057,102.709396,97.729241,89.174505,90.864596,93.8417,101.181327,110.453814,113.033386,110.643219,107.52157, 
2018-11-28T13:00:02Z,108.310904,101.078366,96.550097,88.673918,91.164486,94.313265,101.791907,111.040321,113.56585,111.143547,108.239984, 
2018-11-28T14:00:02Z,110.413315,102.86266,97.36096,87.483506,88.666748,92.739883,102.340556,111.811525,114.266311,111.455051,108.479272, 
2018-11-28T15:00:02Z,108.173261,101.003686,96.574966,86.978643,87.551186,91.412813,100.62016,110.050539,112.37736,109.543493,106.375834, 
2018-11-28T16:00:02Z,107.574985,101.072439,96.743021,88.666533,86.601333,90.840549,100.455786,109.652754,111.725449,108.843955,105.840873, 
2018-11-28T17:00:02Z,106.422709,99.586969,95.239517,88.086584,85.12251,89.569697,99.566306,108.805627,111.015111,108.100541,104.876207, 
2018-11-28T18:00:02Z,107.476989,100.256801,94.688119,86.503878,84.868115,88.929049,99.097706,108.505273,110.722798,107.920153,104.787963, 
2018-11-28T19:00:02Z,106.576595,100.252166,95.624518,86.921783,85.612763,88.604105,98.757345,108.296163,110.51755,107.741261,104.822858, 
2018-11-28T20:00:02Z,105.545423,98.559953,93.541181,86.721069,87.678955,90.646509,99.261164,107.997929,110.251307,107.43405,104.329274, 
2018-11-28T21:00:02Z,104.092364,97.637948,93.171252,86.713825,88.219417,90.756682,99.243558,108.394184,110.809825,108.08235,105.02419, 
2018-11-28T22:00:02Z,104.060006,97.293943,92.056581,85.878605,86.821746,88.812723,99.136643,108.572754,111.012745,108.225219,105.235512, 
2018-11-28T23:00:02Z,106.375603,99.650168,94.53881,86.498605,87.496954,89.388378,99.442331,109.321631,111.460696,108.692079,105.570336, 
2018-11-29T00:00:02Z,104.401338,97.948576,93.038421,87.455131,88.349162,90.470347,100.612087,110.261265,112.519371,110.033718,107.016145, 
2018-11-29T01:00:02Z,105.660874,98.927633,93.38905,88.259504,90.168884,91.856997,101.842125,110.996851,113.416233,111.544473,108.544581, 
2018-11-29T02:00:02Z,106.466285,99.515309,93.830052,89.064761,92.035116,92.983152,101.681978,110.111395,112.555529,110.723146,107.94714, 
2018-11-29T03:00:02Z,107.489573,100.424637,94.324523,88.466863,91.014999,92.869535,101.496335,110.543319,112.812045,111.135618,108.416469, 
2018-11-29T04:00:02Z,108.158427,101.607893,95.126159,87.757061,89.604122,91.921691,101.826197,110.859866,113.161372,111.316314,108.60053, 
2018-11-29T05:00:02Z,106.4877,99.5611,93.620669,86.937866,87.970866,91.521906,101.420664,110.661121,113.275882,111.359325,108.512655, 
2018-11-29T06:00:02Z,104.599803,98.089484,92.329145,85.954975,87.317104,91.650811,101.362077,110.684624,113.204775,111.334571,108.517695, 
2018-11-29T07:00:02Z,105.197882,98.35364,92.553319,86.424159,87.352376,91.738806,101.24985,110.548061,113.130891,111.060395,108.278094, 
2018-11-29T08:00:02Z,100.65551,95.45068,90.19083,86.784123,89.347246,92.819987,101.139182,110.463492,113.231488,110.800682,107.883084, 
2018-11-29T09:00:02Z,103.155701,96.328398,91.061559,88.368384,91.457192,94.347072,101.463455,110.748947,113.196308,110.828175,107.766276, 
2018-11-29T10:00:02Z,101.890107,95.456414,90.113654,89.371647,92.8629,95.597755,101.859254,110.577216,113.03466,110.554184,107.478746, 
2018-11-29T11:00:02Z,104.385865,97.585432,91.756107,90.027515,93.575399,95.972962,101.771031,110.383289,113.083473,110.586838,107.489038, 
2018-11-29T12:00:02Z,104.152181,97.603717,91.452766,90.284947,93.683132,96.12559,102.020295,110.643422,113.256602,110.90728,107.746105, 
2018-11-29T13:00:02Z,103.962752,97.476037,90.853849,87.840732,91.074815,94.054631,101.399164,110.862803,113.564891,111.127449,108.048604, 
2018-11-29T14:00:02Z,105.210006,98.251452,91.77413,88.764503,91.825326,94.747256,102.239012,111.482315,113.826791,111.06536,107.992401, 
2018-11-29T15:00:02Z,105.288871,98.424635,92.020992,87.334743,89.487418,92.754015,100.660021,109.741983,111.861656,108.982978,105.69824, 
2018-11-29T16:00:02Z,105.225148,98.332671,91.942365,87.260313,89.844079,92.770674,100.140724,108.823693,110.832095,107.988749,104.798938, 
2018-11-29T17:00:02Z,103.961188,97.397056,91.386964,89.361959,92.472606,94.430989,99.887759,108.24059,110.385703,107.411554,104.230108, 
2018-11-29T18:00:02Z,103.719747,96.878988,91.119165,90.286212,94.033966,94.791115,99.654309,107.878748,109.720175,106.810967,103.480129, 
2018-11-29T19:00:02Z,104.068713,97.573214,91.847547,92.194862,96.188026,96.086847,100.115916,107.756572,109.33378,106.460622,103.208344, 
2018-11-29T20:00:02Z,103.934431,97.081101,91.528866,92.922674,97.075601,96.478052,100.240271,107.548865,109.41668,106.487571,103.174328, 
2018-11-29T21:00:02Z,101.823929,95.76624,91.026872,93.495427,97.728247,97.289056,100.538176,108.01784,109.830935,106.862276,103.700963, 
2018-11-29T22:00:02Z,103.264918,96.717397,91.550079,93.588993,97.887813,97.76032,101.085014,108.711084,110.820214,107.781256,104.397212, 
2018-11-29T23:00:02Z,101.945238,95.673413,90.850554,94.209176,98.222633,98.246024,101.04014,108.48567,110.721094,107.578403,104.229388, 
2018-11-30T00:00:02Z,106.673189,100.045458,94.125848,94.333463,98.261454,98.594971,101.851406,109.869337,112.080781,109.133267,105.93589, 
2018-11-30T01:00:02Z,111.068535,104.262478,97.43651,95.292191,99.290697,101.31379,104.762985,111.879352,113.741747,111.113388,108.011531, 
2018-11-30T02:00:02Z,114.450818,108.05278,100.340047,95.124697,98.43505,100.053119,103.185853,110.239259,112.39747,110.076976,107.014358, 
2018-11-30T03:00:02Z,115.699709,109.204206,101.281784,93.792627,96.123774,98.055538,102.234563,110.217554,112.335948,110.101269,107.174455, 
2018-11-30T04:00:02Z,114.169135,107.252823,98.824997,94.132453,97.02413,98.89111,102.415914,109.915229,112.080667,109.735638,106.812159, 
2018-11-30T05:00:02Z,113.373001,106.050301,97.920167,94.201253,96.587848,98.329375,101.92362,109.86448,111.995664,109.534567,106.599251, 
2018-11-30T06:00:02Z,112.688454,105.432087,97.061815,93.367538,96.022637,97.91587,101.9474,109.879073,112.480109,110.162084,107.369041, 
2018-11-30T07:00:02Z,110.778414,103.613849,95.682888,93.407304,96.233972,98.176868,101.895655,109.775643,112.328232,109.989224,107.124716, 
2018-11-30T08:00:02Z,109.985118,102.382117,94.870007,93.590176,96.437299,98.257977,101.942903,109.892578,112.633544,110.360568,107.485685, 
2018-11-30T09:00:02Z,110.156578,103.138555,95.185513,94.072978,96.899108,98.652682,102.051825,109.809798,112.406635,110.039193,107.169703, 
2018-11-30T10:00:02Z,109.528987,101.993038,94.514985,93.625205,96.51163,98.327762,102.248173,109.943259,112.6895,110.236538,107.34956, 
2018-11-30T11:00:02Z,109.791087,103.001802,95.155888,94.893177,97.816852,99.593748,102.165488,109.521453,112.414786,109.920566,107.204464, 
2018-11-30T12:00:02Z,109.167789,101.991787,94.773194,95.484504,98.636591,100.342507,102.700913,109.695605,112.47696,110.0594,107.426218, 
2018-11-30T13:00:02Z,110.60074,103.37567,95.481267,95.099705,98.024461,99.679516,102.374326,109.762756,112.648892,110.174351,107.574798, 
2018-11-30T14:00:02Z,111.082023,103.86148,95.817293,94.455077,97.292909,98.996088,102.531461,110.625142,113.274079,110.42771,107.639498, 
2018-11-30T15:00:02Z,109.851728,102.420839,94.865932,94.266625,97.125835,98.878259,102.153958,110.275615,112.739409,109.826531,106.848347, 
2018-11-30T16:00:02Z,110.986154,103.759503,95.854946,94.084919,96.941573,98.362421,101.463216,109.261183,111.64967,108.798178,105.836407, 
2018-11-30T17:00:02Z,110.891059,103.539369,95.646977,93.818478,96.955631,97.898848,101.652814,108.974979,111.273399,108.462322,105.640953, 
2018-11-30T18:00:02Z,110.640008,103.272903,95.515883,94.409892,97.634085,98.094521,100.973872,108.689984,111.150348,108.554124,105.756005, 
2018-11-30T19:00:02Z,109.130317,101.870015,94.320312,94.94083,98.380904,98.861633,101.259379,108.492492,110.922537,108.00976,105.098543, 
2018-11-30T20:00:02Z,110.572668,103.626477,95.661108,95.433997,98.742463,99.362242,101.578988,108.315435,110.624367,107.817389,105.240628, 
2018-11-30T21:00:02Z,109.189166,102.029794,94.488743,95.797289,99.138102,99.76301,101.701113,108.557076,110.982422,108.184364,105.502563, 
2018-11-30T22:00:02Z,110.720078,103.70806,96.028109,95.861474,99.122468,99.907466,102.045216,109.141667,111.666547,109.025214,106.473761, 
2018-11-30T23:00:02Z,109.405136,101.743702,94.645721,95.87545,99.001371,99.957271,102.057141,108.942041,111.368047,108.512606,105.810121, 
2018-12-01T00:00:02Z,109.666715,102.635694,95.120675,95.696097,98.683802,99.962402,102.294615,109.40472,111.77208,108.995878,106.239994, 
2018-12-01T01:00:02Z,109.915397,102.965068,95.501561,95.502062,98.602119,99.672297,102.844575,110.129564,112.690521,110.259701,107.550972, 
2018-12-01T02:00:02Z,109.80706,102.431532,94.828567,94.600333,97.75167,98.806166,101.996558,109.194755,111.62395,109.486179,106.831283, 
2018-12-01T03:00:02Z,108.884484,101.64636,94.311805,93.585753,96.655807,98.034654,102.076496,109.687756,111.998131,109.752386,106.772915, 
2018-12-01T04:00:02Z,109.748662,102.740204,95.039567,92.937294,95.754852,97.495023,101.659064,109.631171,112.146482,109.818836,106.848706, 
2018-12-01T05:00:02Z,107.913697,101.216075,94.032796,92.335852,95.31892,97.231817,101.897739,110.003559,112.349382,110.109133,107.142565, 
2018-12-01T06:00:02Z,106.918233,99.939179,93.184717,92.38808,95.428026,97.41643,101.954444,110.262543,112.51503,110.31112,107.285854, 
2018-12-01T07:00:02Z,105.478535,98.67755,92.073163,91.82371,94.833976,96.956713,102.067428,110.263799,112.567555,110.275013,107.207514, 
2018-12-01T08:00:02Z,105.480665,98.370642,92.361018,91.739881,94.777008,96.905138,102.192829,110.416222,112.81771,110.484405,107.643602, 
2018-12-01T09:00:02Z,102.792904,96.224627,90.810722,92.048097,95.181113,97.238996,102.426832,110.408987,112.963391,110.688338,107.776399, 
2018-12-01T10:00:02Z,101.565673,95.364392,90.427468,92.111626,95.363506,97.44179,102.390576,110.455432,112.780713,110.484415,107.644188, 
2018-12-01T11:00:02Z,102.353839,95.849989,90.806785,92.638083,95.837113,97.782248,101.962502,109.771706,112.46811,110.073933,107.296662, 
2018-12-01T12:00:02Z,98.368984,92.780831,89.487724,92.693485,95.978982,97.876284,102.027968,110.187732,113.004381,110.59241,107.609953, 
2018-12-01T13:00:02Z,97.591178,92.011865,89.192517,93.078581,96.391144,98.283276,102.532565,110.310346,113.127165,110.708646,107.992932, 
2018-12-01T14:00:02Z,98.474131,92.871656,89.52836,92.605832,95.708762,97.812565,102.954116,111.664562,114.146283,111.417624,108.162094, 
2018-12-01T15:00:02Z,97.435572,92.576574,89.769988,92.924386,96.013757,97.985687,102.606607,110.556046,112.455732,109.434324,106.124884, 
2018-12-01T16:00:02Z,100.906551,94.892859,91.000099,92.427186,95.48185,97.22699,101.345519,109.080619,111.208423,108.265155,104.846743, 
2018-12-01T17:00:02Z,100.213156,94.523231,90.777534,92.81648,95.994488,97.55675,101.433103,108.817973,110.589007,107.780589,104.406131, 
2018-12-01T18:00:02Z,100.25896,94.390173,90.766301,92.248481,95.715925,96.784881,100.868549,108.741182,110.327333,107.508008,104.21762, 
2018-12-01T19:00:02Z,99.032128,93.166903,89.83605,92.795855,96.423351,96.937998,100.68964,107.987225,109.756082,106.885039,103.425191, 
2018-12-01T20:00:02Z,100.614926,94.975346,91.134561,93.591527,97.17621,97.422455,100.821911,108.305712,110.128006,107.141058,103.683064, 
2018-12-01T21:00:02Z,99.06387,94.110184,90.622974,93.243424,96.930882,97.071963,100.916176,108.557145,110.434749,107.533754,104.159913, 
2018-12-01T22:00:02Z,100.639971,94.551302,90.726925,93.308408,97.049914,97.228183,101.168963,108.914499,110.812287,107.960289,104.635105, 
2018-12-01T23:00:02Z,100.657172,94.967477,90.914718,92.512703,96.271297,96.193494,101.007027,109.413182,111.4379,108.674768,105.413644, 
2018-12-02T00:00:02Z,98.436329,93.183502,89.966396,92.110694,95.878987,96.133662,101.666546,110.199294,112.178199,109.410017,106.100075, 
2018-12-02T01:00:02Z,96.662614,91.522383,89.058592,93.334611,96.97562,97.888804,103.334782,111.586494,113.776568,111.425852,108.331229, 
2018-12-02T02:00:02Z,98.122784,93.069418,89.514698,93.328637,96.997148,97.656592,102.750087,110.567369,113.03328,110.917746,107.818952, 
2018-12-02T03:00:02Z,98.92245,93.38336,89.910511,91.922305,95.365265,96.577572,102.374346,110.566476,112.92906,110.525079,107.463475, 
2018-12-02T04:00:02Z,97.613887,92.337468,89.596671,92.058539,95.359289,96.960959,102.468854,110.909815,112.999697,110.795111,107.864166, 
2018-12-02T05:00:02Z,97.252496,92.349263,89.367889,91.810039,95.037759,96.820157,102.020546,110.236552,112.79632,110.510056,107.556509, 
2018-12-02T06:00:02Z,96.161008,91.520467,89.203092,92.010154,95.129329,97.051442,101.903515,109.800229,112.261462,109.947521,106.883683, 
2018-12-02T07:00:02Z,97.682472,92.472581,89.350287,91.609214,94.7582,96.840868,101.642868,109.491552,111.979724,109.59163,106.555592, 
2018-12-02T08:00:02Z,96.66322,90.866637,88.162032,90.627091,93.74783,95.992725,101.186203,109.313405,111.868041,109.418965,106.210958, 
2018-12-02T09:00:02Z,94.528313,89.445968,87.64206,90.061036,93.164676,95.591135,101.60988,109.826459,112.23339,109.753432,106.662354, 
2018-12-02T10:00:02Z,91.987017,87.638206,86.253152,89.191957,92.337271,95.032177,101.449253,110.101924,112.677101,110.137174,107.184418, 
