yyyy-mm-ddTHH:MM:SSZ, BB_0.02-24k, 
2018-11-24T21:56:11.000Z,117.916725, 
2018-11-24T22:56:11.000Z,118.207741, 
2018-11-24T23:56:10.000Z,118.929924, 
2018-11-25T00:56:10.000Z,120.411285, 
2018-11-25T01:56:10.000Z,119.932091, 
2018-11-25T02:56:09.000Z,119.501961, 
2018-11-25T03:56:09.000Z,119.365196, 
2018-11-25T04:56:09.000Z,119.082794, 
2018-11-25T05:56:07.000Z,119.042625, 
2018-11-25T06:56:07.000Z,119.076035, 
2018-11-25T07:56:07.000Z,119.070534, 
2018-11-25T08:56:06.000Z,119.104736, 
2018-11-25T09:56:06.000Z,118.930656, 
2018-11-25T10:56:06.000Z,118.841652, 
2018-11-25T11:56:05.000Z,119.166046, 
2018-11-25T12:56:05.000Z,119.541809, 
2018-11-25T13:56:05.000Z,119.998413, 
2018-11-25T14:56:04.000Z,117.914749, 
2018-11-25T15:56:04.000Z,117.094376, 
2018-11-25T16:56:04.000Z,117.691956, 
2018-11-25T17:56:03.000Z,115.944153, 
2018-11-25T18:56:03.000Z,115.933533, 
2018-11-25T19:56:03.000Z,115.003365, 
2018-11-25T20:56:02.000Z,115.350571, 
2018-11-25T21:56:02.000Z,114.771835, 
2018-11-25T22:56:02.000Z,115.327148, 
2018-11-25T23:56:01.000Z,116.308205, 
2018-11-26T00:56:01.000Z,118.918877, 
2018-11-26T01:56:01.000Z,118.481453, 
2018-11-26T02:56:00.000Z,118.453987, 
2018-11-26T03:56:00.000Z,119.075317, 
2018-11-26T04:56:00.000Z,118.594284, 
2018-11-26T05:55:59.000Z,118.452515, 
2018-11-26T06:55:59.000Z,118.198647, 
2018-11-26T07:55:59.000Z,118.444939, 
2018-11-26T08:55:58.000Z,118.233818, 
2018-11-26T09:55:58.000Z,118.195557, 
2018-11-26T10:55:58.000Z,118.287384, 
2018-11-26T11:55:57.000Z,118.271767, 
2018-11-26T12:55:57.000Z,118.642426, 
2018-11-26T13:55:57.000Z,119.247543, 
2018-11-26T14:55:56.000Z,116.607788, 
2018-11-26T15:55:56.000Z,115.946136, 
2018-11-26T16:55:56.000Z,115.572479, 
2018-11-26T17:55:55.000Z,115.05925, 
2018-11-26T18:55:55.000Z,114.921074, 
2018-11-26T19:55:55.000Z,116.863739, 
2018-11-26T20:55:54.000Z,115.146362, 
2018-11-26T21:55:54.000Z,115.496368, 
2018-11-26T22:55:54.000Z,116.002167, 
2018-11-26T23:55:53.000Z,119.088203, 
2018-11-27T00:55:53.000Z,119.295792, 
2018-11-27T01:55:53.000Z,118.156807, 
2018-11-27T02:55:52.000Z,117.654388, 
2018-11-27T03:55:52.000Z,117.910469, 
2018-11-27T04:55:52.000Z,118.201057, 
2018-11-27T05:55:51.000Z,118.232178, 
2018-11-27T06:55:51.000Z,117.89238, 
2018-11-27T07:55:51.000Z,117.820824, 
2018-11-27T08:55:50.000Z,118.160088, 
2018-11-27T09:55:50.000Z,117.967468, 
2018-11-27T10:55:50.000Z,117.970673, 
2018-11-27T11:55:48.000Z,118.463699, 
2018-11-27T12:55:48.000Z,118.743324, 
2018-11-27T13:55:48.000Z,119.207649, 
2018-11-27T14:55:47.000Z,117.036995, 
2018-11-27T15:55:47.000Z,116.299469, 
2018-11-27T16:55:47.000Z,116.050667, 
2018-11-27T17:55:46.000Z,115.824059, 
2018-11-27T18:55:46.000Z,115.624626, 
2018-11-27T19:55:46.000Z,115.887131, 
2018-11-27T20:55:45.000Z,116.478065, 
2018-11-27T21:55:45.000Z,116.906273, 
2018-11-27T22:55:45.000Z,117.089104, 
2018-11-27T23:55:43.000Z,117.803009, 
2018-11-28T00:55:43.000Z,119.526543, 
2018-11-28T01:55:43.000Z,119.500771, 
2018-11-28T02:55:42.000Z,119.809914, 
2018-11-28T03:55:42.000Z,119.606598, 
2018-11-28T04:55:42.000Z,119.296837, 
2018-11-28T05:55:41.000Z,119.593788, 
2018-11-28T06:55:41.000Z,119.3162, 
2018-11-28T07:55:41.000Z,119.32798, 
2018-11-28T08:55:40.000Z,119.615768, 
2018-11-28T09:55:40.000Z,119.134132, 
2018-11-28T10:55:40.000Z,119.493668, 
2018-11-28T11:55:39.000Z,119.554504, 
2018-11-28T12:55:39.000Z,119.698486, 
2018-11-28T13:55:39.000Z,120.565216, 
2018-11-28T14:55:37.000Z,118.75959, 
2018-11-28T15:55:37.000Z,118.091194, 
2018-11-28T16:55:37.000Z,117.333092, 
2018-11-28T17:55:36.000Z,117.194809, 
2018-11-28T18:55:36.000Z,116.931564, 
2018-11-28T19:55:36.000Z,116.503738, 
2018-11-28T20:55:34.000Z,116.75692, 
2018-11-28T21:55:34.000Z,116.85498, 
2018-11-28T22:55:34.000Z,117.719704, 
2018-11-28T23:55:33.000Z,118.307564, 
2018-11-29T00:55:33.000Z,119.381538, 
2018-11-29T01:55:33.000Z,118.625168, 
2018-11-29T02:55:32.000Z,119.148605, 
2018-11-29T03:55:32.000Z,119.653503, 
2018-11-29T04:55:32.000Z,119.171356, 
2018-11-29T05:55:30.000Z,119.074715, 
2018-11-29T06:55:30.000Z,119.135124, 
2018-11-29T07:55:30.000Z,118.558861, 
2018-11-29T08:55:29.000Z,118.837029, 
2018-11-29T09:55:29.000Z,118.711266, 
2018-11-29T10:55:29.000Z,118.803696, 
2018-11-29T11:55:28.000Z,118.912903, 
2018-11-29T12:55:28.000Z,119.226425, 
2018-11-29T13:55:28.000Z,119.471008, 
2018-11-29T14:55:27.000Z,117.91272, 
2018-11-29T15:55:27.000Z,116.944214, 
2018-11-29T16:55:27.000Z,116.477669, 
2018-11-29T17:55:26.000Z,115.958717, 
2018-11-29T18:55:26.000Z,115.865112, 
2018-11-29T19:55:26.000Z,115.760948, 
2018-11-29T20:55:25.000Z,115.9935, 
2018-11-29T21:55:25.000Z,116.827209, 
2018-11-29T22:55:25.000Z,116.632774, 
2018-11-29T23:55:23.000Z,118.189079, 
2018-11-30T00:55:23.000Z,120.607246, 
2018-11-30T01:55:23.000Z,121.237495, 
2018-11-30T02:55:22.000Z,121.901329, 
2018-11-30T03:55:22.000Z,120.935768, 
2018-11-30T04:55:22.000Z,120.411247, 
2018-11-30T05:55:21.000Z,120.31295, 
2018-11-30T06:55:21.000Z,119.423096, 
2018-11-30T07:55:21.000Z,119.375603, 
2018-11-30T08:55:19.000Z,119.227196, 
2018-11-30T09:55:19.000Z,119.294159, 
2018-11-30T10:55:19.000Z,119.137718, 
2018-11-30T11:55:18.000Z,119.197456, 
2018-11-30T12:55:18.000Z,119.506638, 
2018-11-30T13:55:18.000Z,120.019379, 
2018-11-30T14:55:16.000Z,119.457947, 
2018-11-30T15:55:16.000Z,118.949211, 
2018-11-30T16:55:16.000Z,118.84417, 
2018-11-30T17:55:15.000Z,118.684547, 
2018-11-30T18:55:15.000Z,117.864716, 
2018-11-30T19:55:15.000Z,118.69883, 
2018-11-30T20:55:14.000Z,118.160385, 
2018-11-30T21:55:14.000Z,119.072311, 
2018-11-30T22:55:14.000Z,118.324471, 
2018-11-30T23:55:13.000Z,118.779732, 
2018-12-01T00:55:13.000Z,119.597801, 
2018-12-01T01:55:13.000Z,118.687126, 
2018-12-01T02:55:12.000Z,118.786743, 
2018-12-01T03:55:12.000Z,118.968658, 
2018-12-01T04:55:12.000Z,118.819305, 
2018-12-01T05:55:11.000Z,118.907364, 
2018-12-01T06:55:11.000Z,118.620605, 
2018-12-01T07:55:11.000Z,118.724686, 
2018-12-01T08:55:10.000Z,118.688622, 
2018-12-01T09:55:10.000Z,118.567215, 
2018-12-01T10:55:10.000Z,118.163269, 
2018-12-01T11:55:08.000Z,118.426826, 
2018-12-01T12:55:08.000Z,118.487518, 
2018-12-01T13:55:08.000Z,119.440262, 
2018-12-01T14:55:07.000Z,118.052353, 
2018-12-01T15:55:07.000Z,116.921051, 
2018-12-01T16:55:07.000Z,116.441544, 
2018-12-01T17:55:05.000Z,116.152748, 
2018-12-01T18:55:05.000Z,115.682266, 
2018-12-01T19:55:05.000Z,116.100357, 
2018-12-01T20:55:04.000Z,116.281212, 
2018-12-01T21:55:04.000Z,116.658852, 
2018-12-01T22:55:04.000Z,117.101692, 
2018-12-01T23:55:03.000Z,117.731552, 
2018-12-02T00:55:03.000Z,119.345772, 
2018-12-02T01:55:03.000Z,118.721046, 
2018-12-02T02:55:01.000Z,118.52755, 
2018-12-02T03:55:01.000Z,118.693581, 
2018-12-02T04:55:01.000Z,118.436943, 
2018-12-02T05:55:00.000Z,117.857422, 
2018-12-02T06:55:00.000Z,117.57695, 
2018-12-02T07:55:00.000Z,117.333214, 
2018-12-02T08:54:59.000Z,117.682365, 
2018-12-02T09:54:59.000Z,117.974724, 
2018-12-02T10:54:59.000Z,118.178299, 
2018-12-02T11:54:58.000Z,118.682625, 
2018-12-02T12:54:58.000Z,119.261101, 
2018-12-02T13:54:58.000Z,119.666389, 
2018-12-02T14:54:57.000Z,117.515854, 
2018-12-02T15:54:57.000Z,116.42762, 
2018-12-02T16:54:57.000Z,116.380241, 
2018-12-02T17:54:56.000Z,116.324677, 
2018-12-02T18:54:56.000Z,116.126198, 
2018-12-02T19:54:56.000Z,115.910645, 
2018-12-02T20:54:55.000Z,116.108063, 
2018-12-02T21:54:55.000Z,116.29483, 
2018-12-02T22:54:55.000Z,116.628174, 
2018-12-02T23:54:54.000Z,117.930603, 
2018-12-03T00:54:54.000Z,119.722542, 
2018-12-03T01:54:54.000Z,119.12468, 
2018-12-03T02:54:52.000Z,118.538193, 
2018-12-03T03:54:52.000Z,118.154205, 
2018-12-03T04:54:52.000Z,118.269325, 
2018-12-03T05:54:51.000Z,117.852242, 
2018-12-03T06:54:51.000Z,118.819405, 
2018-12-03T07:54:51.000Z,118.64753, 
2018-12-03T08:54:49.000Z,118.460342, 
2018-12-03T09:54:49.000Z,118.612045, 
2018-12-03T10:54:49.000Z,118.320168, 
2018-12-03T11:54:48.000Z,118.855881, 
2018-12-03T12:54:48.000Z,119.017601, 
2018-12-03T13:54:48.000Z,119.545135, 
2018-12-03T14:54:47.000Z,117.411255, 
2018-12-03T15:54:47.000Z,116.620552, 
2018-12-03T16:54:47.000Z,115.763374, 
2018-12-03T17:54:46.000Z,115.883476, 
2018-12-03T18:54:46.000Z,116.047791, 
2018-12-03T19:54:46.000Z,116.222939, 
2018-12-03T20:54:45.000Z,115.164856, 
2018-12-03T21:54:45.000Z,115.507156, 
2018-12-03T22:54:45.000Z,116.267822, 
2018-12-03T23:54:44.000Z,116.749832, 
2018-12-04T00:54:44.000Z,119.881645, 
2018-12-04T01:54:44.000Z,118.589561, 
2018-12-04T02:54:43.000Z,117.721336, 
2018-12-04T03:54:43.000Z,117.395851, 
2018-12-04T04:54:43.000Z,117.389854, 
2018-12-04T05:54:42.000Z,117.294884, 
2018-12-04T06:54:42.000Z,117.091667, 
2018-12-04T07:54:42.000Z,117.319649, 
2018-12-04T08:54:40.000Z,117.126709, 
2018-12-04T09:54:40.000Z,117.068954, 
2018-12-04T10:54:40.000Z,116.92704, 
2018-12-04T11:54:39.000Z,117.391113, 
2018-12-04T12:54:39.000Z,118.105156, 
2018-12-04T13:54:39.000Z,118.825722, 
2018-12-04T14:54:38.000Z,116.336372, 
2018-12-04T15:54:38.000Z,116.074371, 
2018-12-04T16:54:38.000Z,115.54393, 
2018-12-04T17:54:37.000Z,115.064827, 
2018-12-04T18:54:37.000Z,114.834625, 
2018-12-04T19:54:37.000Z,115.021637, 
2018-12-04T20:54:36.000Z,114.616325, 
2018-12-04T21:54:36.000Z,115.269783, 
2018-12-04T22:54:36.000Z,115.93869, 
2018-12-04T23:54:35.000Z,116.692871, 
2018-12-05T00:54:35.000Z,119.014534, 
2018-12-05T01:54:35.000Z,117.802742, 
2018-12-05T02:54:34.000Z,116.840141, 
2018-12-05T03:54:34.000Z,116.901237, 
2018-12-05T04:54:34.000Z,117.040039, 
2018-12-05T05:54:32.000Z,117.050423, 
2018-12-05T06:54:32.000Z,117.423721, 
2018-12-05T07:54:32.000Z,116.82856, 
2018-12-05T08:54:31.000Z,116.824333, 
2018-12-05T09:54:31.000Z,117.01033, 
2018-12-05T10:54:31.000Z,117.269775, 
2018-12-05T11:54:30.000Z,117.382401, 
2018-12-05T12:54:30.000Z,117.931961, 
2018-12-05T13:54:30.000Z,119.195992, 
2018-12-05T14:54:29.000Z,117.003532, 
2018-12-05T15:54:29.000Z,116.098984, 
2018-12-05T16:54:29.000Z,116.09433, 
2018-12-05T17:54:28.000Z,115.645226, 
2018-12-05T18:54:28.000Z,114.618141, 
2018-12-05T19:54:28.000Z,114.585907, 
2018-12-05T20:54:27.000Z,114.331795, 
2018-12-05T21:54:27.000Z,114.752571, 
2018-12-05T22:54:27.000Z,114.734108, 
2018-12-05T23:54:26.000Z,115.411758, 
2018-12-06T00:54:26.000Z,118.681694, 
2018-12-06T01:54:26.000Z,117.787231, 
2018-12-06T02:54:25.000Z,117.019844, 
2018-12-06T03:54:25.000Z,116.933929, 
2018-12-06T04:54:25.000Z,116.927589, 
2018-12-06T05:54:23.000Z,117.033104, 
2018-12-06T06:54:23.000Z,117.324013, 
2018-12-06T07:54:23.000Z,117.832382, 
2018-12-06T08:54:22.000Z,117.127541, 
2018-12-06T09:54:22.000Z,116.745575, 
2018-12-06T10:54:22.000Z,116.614418, 
2018-12-06T11:54:21.000Z,117.045654, 
2018-12-06T12:54:21.000Z,118.323357, 
2018-12-06T13:54:21.000Z,124.181885, 
2018-12-06T14:54:20.000Z,117.346008, 
2018-12-06T15:54:20.000Z,115.799927, 
2018-12-06T16:54:20.000Z,115.64077, 
2018-12-06T17:54:18.000Z,115.835663, 
2018-12-06T18:54:18.000Z,115.361389, 
2018-12-06T19:54:18.000Z,114.988571, 
2018-12-06T20:54:17.000Z,114.738823, 
2018-12-06T21:54:17.000Z,114.992134, 
2018-12-06T22:54:17.000Z,115.087845, 
2018-12-06T23:54:16.000Z,116.925339, 
2018-12-07T00:54:16.000Z,119.128853, 
2018-12-07T01:54:16.000Z,119.201347, 
2018-12-07T02:54:15.000Z,118.442734, 
2018-12-07T03:54:15.000Z,118.643867, 
2018-12-07T04:54:15.000Z,118.533432, 
2018-12-07T05:54:14.000Z,118.716309, 
2018-12-07T06:54:14.000Z,118.603661, 
2018-12-07T07:54:14.000Z,118.69342, 
2018-12-07T08:54:12.000Z,118.846291, 
2018-12-07T09:54:12.000Z,118.71743, 
2018-12-07T10:54:12.000Z,118.710793, 
2018-12-07T11:54:11.000Z,118.790962, 
2018-12-07T12:54:11.000Z,119.023682, 
2018-12-07T13:54:11.000Z,119.97168, 
2018-12-07T14:54:10.000Z,117.756256, 
2018-12-07T15:54:10.000Z,117.16037, 
2018-12-07T16:54:10.000Z,116.465744, 
2018-12-07T17:54:08.000Z,116.294266, 
2018-12-07T18:54:08.000Z,117.723755, 
2018-12-07T22:27:38.000Z,116.26757, 
2018-12-07T23:27:38.000Z,116.835304, 
2018-12-08T00:27:38.000Z,118.345177, 
2018-12-08T01:27:38.000Z,119.372948, 
2018-12-08T02:27:38.000Z,118.896523, 
2018-12-08T03:27:38.000Z,118.789177, 
2018-12-08T04:27:37.000Z,118.650505, 
2018-12-08T05:27:37.000Z,118.412544, 
2018-12-08T06:27:37.000Z,118.406326, 
2018-12-08T07:27:36.000Z,118.671669, 
2018-12-08T08:27:36.000Z,118.438828, 
2018-12-08T09:27:36.000Z,118.496216, 
2018-12-08T10:27:35.000Z,118.664101, 
2018-12-08T11:27:35.000Z,118.899696, 
2018-12-08T12:27:35.000Z,119.020294, 
2018-12-08T13:27:34.000Z,119.863228, 
2018-12-08T14:27:34.000Z,118.901871, 
2018-12-08T15:27:34.000Z,117.505104, 
2018-12-08T16:27:33.000Z,116.334702, 
2018-12-08T17:27:33.000Z,115.980637, 
2018-12-08T18:27:33.000Z,115.990479, 
2018-12-08T19:27:32.000Z,115.807907, 
2018-12-08T20:27:32.000Z,115.485847, 
2018-12-08T21:27:32.000Z,115.558784, 
2018-12-08T22:27:31.000Z,116.295921, 
2018-12-08T23:27:31.000Z,116.325203, 
2018-12-09T00:27:31.000Z,118.499557, 
2018-12-09T01:27:30.000Z,119.70018, 
2018-12-09T02:27:30.000Z,118.992683, 
2018-12-09T03:27:30.000Z,118.588531, 
2018-12-09T04:27:29.000Z,118.162659, 
2018-12-09T05:27:29.000Z,118.072983, 
2018-12-09T06:27:29.000Z,118.136108, 
2018-12-09T07:27:27.000Z,118.374405, 
2018-12-09T08:27:27.000Z,118.089333, 
2018-12-09T09:27:27.000Z,118.095291, 
2018-12-09T10:27:27.000Z,118.111092, 
2018-12-09T11:27:27.000Z,118.302147, 
2018-12-09T12:27:27.000Z,118.868248, 
2018-12-09T13:27:25.000Z,119.682625, 
2018-12-09T14:27:25.000Z,118.423897, 
2018-12-09T15:27:25.000Z,116.62944, 
2018-12-09T16:27:24.000Z,116.391129, 
2018-12-09T17:27:24.000Z,116.035423, 
2018-12-09T18:27:24.000Z,115.60128, 
2018-12-09T19:27:23.000Z,115.323891, 
2018-12-09T20:27:23.000Z,115.438171, 
2018-12-09T21:27:23.000Z,115.197075, 
2018-12-09T22:27:22.000Z,115.844711, 
2018-12-09T23:27:22.000Z,116.510559, 
2018-12-10T00:27:22.000Z,118.530548, 
2018-12-10T01:27:21.000Z,119.904663, 
2018-12-10T02:27:21.000Z,119.209755, 
2018-12-10T03:27:21.000Z,117.949516, 
2018-12-10T04:27:20.000Z,117.581322, 
2018-12-10T05:27:20.000Z,117.332428, 
2018-12-10T06:27:20.000Z,117.420929, 
2018-12-10T07:27:19.000Z,117.422226, 
2018-12-10T08:27:19.000Z,117.678024, 
2018-12-10T09:27:19.000Z,118.038651, 
2018-12-10T10:27:18.000Z,118.198837, 
2018-12-10T11:27:18.000Z,118.261925, 
2018-12-10T12:27:18.000Z,118.862656, 
2018-12-10T13:27:17.000Z,119.672821, 
2018-12-10T14:27:17.000Z,118.970963, 
2018-12-10T15:27:17.000Z,116.908501, 
2018-12-10T16:27:16.000Z,116.484268, 
2018-12-10T17:27:16.000Z,116.346802, 
2018-12-10T18:27:16.000Z,115.788162, 
2018-12-10T19:27:15.000Z,115.615326, 
2018-12-10T20:27:15.000Z,115.510704, 
2018-12-10T21:27:15.000Z,116.14518, 
2018-12-10T22:27:14.000Z,116.271255, 
2018-12-10T23:27:14.000Z,116.643936, 
2018-12-11T00:27:14.000Z,118.652534, 
2018-12-11T01:27:13.000Z,119.538406, 
2018-12-11T02:27:13.000Z,119.118164, 
2018-12-11T03:27:13.000Z,118.723404, 
2018-12-11T04:27:12.000Z,118.785965, 
2018-12-11T05:27:12.000Z,118.51564, 
2018-12-11T06:27:12.000Z,118.538803, 
2018-12-11T07:27:11.000Z,118.393242, 
2018-12-11T08:27:11.000Z,118.481163, 
2018-12-11T09:27:11.000Z,118.397469, 
2018-12-11T10:27:09.000Z,118.55191, 
2018-12-11T11:27:09.000Z,118.760094, 
2018-12-11T12:27:09.000Z,118.773743, 
2018-12-11T13:27:08.000Z,119.52636, 
2018-12-11T14:27:08.000Z,118.978867, 
2018-12-11T15:27:08.000Z,117.111252, 
2018-12-11T16:27:07.000Z,116.447044, 
2018-12-11T17:27:07.000Z,116.260712, 
2018-12-11T18:27:07.000Z,115.777466, 
2018-12-11T19:27:06.000Z,115.436142, 
2018-12-11T20:27:06.000Z,115.611252, 
2018-12-11T21:27:06.000Z,115.760132, 
2018-12-11T22:27:05.000Z,116.257027, 
2018-12-11T23:27:05.000Z,116.552895, 
2018-12-12T00:27:05.000Z,118.389183, 
2018-12-12T01:27:03.000Z,119.089203, 
2018-12-12T02:27:03.000Z,118.233467, 
2018-12-12T03:27:03.000Z,118.12915, 
2018-12-12T04:27:02.000Z,118.18486, 
2018-12-12T05:27:02.000Z,117.887108, 
2018-12-12T06:27:02.000Z,117.971519, 
2018-12-12T07:27:01.000Z,118.077988, 
2018-12-12T08:27:01.000Z,118.105705, 
2018-12-12T09:27:01.000Z,118.084435, 
2018-12-12T10:27:00.000Z,118.202698, 
2018-12-12T11:27:00.000Z,118.260887, 
2018-12-12T12:27:00.000Z,118.637215, 
2018-12-12T13:26:59.000Z,119.544655, 
2018-12-12T14:26:59.000Z,118.640839, 
2018-12-12T15:26:59.000Z,116.489395, 
2018-12-12T16:26:58.000Z,115.816071, 
2018-12-12T17:26:58.000Z,115.540329, 
2018-12-12T18:26:58.000Z,115.174011, 
2018-12-12T19:26:56.000Z,115.349319, 
2018-12-12T20:26:56.000Z,115.173805, 
2018-12-12T21:26:56.000Z,115.100113, 
2018-12-12T22:26:55.000Z,115.089821, 
2018-12-12T23:26:55.000Z,115.996552, 
2018-12-13T00:26:55.000Z,117.707741, 
2018-12-13T01:26:54.000Z,118.534302, 
2018-12-13T02:26:54.000Z,117.945656, 
2018-12-13T03:26:54.000Z,117.54187, 
2018-12-13T04:26:53.000Z,117.58474, 
2018-12-13T05:26:53.000Z,117.083, 
2018-12-13T06:26:53.000Z,116.94516, 
2018-12-13T07:26:52.000Z,116.87648, 
2018-12-13T08:26:52.000Z,116.848824, 
2018-12-13T09:26:52.000Z,117.03566, 
2018-12-13T10:26:51.000Z,117.387383, 
2018-12-13T11:26:51.000Z,117.906624, 
2018-12-13T12:26:51.000Z,118.521103, 
2018-12-13T13:26:50.000Z,119.509758, 
2018-12-13T14:26:50.000Z,119.310478, 
2018-12-13T15:26:50.000Z,116.544159, 
2018-12-13T16:26:49.000Z,116.171616, 
2018-12-13T17:26:49.000Z,115.664185, 
2018-12-13T18:26:49.000Z,115.321518, 
2018-12-13T19:26:48.000Z,117.446175, 
2018-12-13T20:26:48.000Z,115.25386, 
2018-12-13T21:26:48.000Z,114.623894, 
2018-12-13T22:26:46.000Z,114.866135, 
2018-12-13T23:26:46.000Z,116.955383, 
2018-12-14T00:26:46.000Z,118.021675, 
2018-12-14T01:26:46.000Z,119.110405, 
2018-12-14T02:26:46.000Z,117.99218, 
2018-12-14T03:26:46.000Z,117.444939, 
2018-12-14T04:26:44.000Z,117.466309, 
2018-12-14T05:26:44.000Z,117.691292, 
2018-12-14T06:26:44.000Z,117.750168, 
2018-12-14T07:26:43.000Z,117.965851, 
2018-12-14T08:26:43.000Z,117.34478, 
2018-12-14T09:26:43.000Z,117.322922, 
2018-12-14T10:26:42.000Z,117.308411, 
2018-12-14T11:26:42.000Z,117.599373, 
2018-12-14T12:26:42.000Z,118.002861, 
2018-12-14T13:26:41.000Z,118.948318, 
2018-12-14T14:26:41.000Z,118.972984, 
2018-12-14T15:26:41.000Z,117.004364, 
2018-12-14T16:26:40.000Z,115.959389, 
2018-12-14T17:26:40.000Z,115.418579, 
2018-12-14T18:26:40.000Z,114.535721, 
2018-12-14T19:26:39.000Z,114.038208, 
2018-12-14T20:26:39.000Z,113.855476, 
2018-12-14T21:26:39.000Z,113.533981, 
2018-12-14T22:26:38.000Z,114.364822, 
2018-12-14T23:26:38.000Z,115.102951, 
2018-12-15T00:26:38.000Z,118.714348, 
2018-12-15T01:26:36.000Z,118.635712, 
2018-12-15T02:26:36.000Z,117.663979, 
2018-12-15T03:26:36.000Z,116.83989, 
2018-12-15T04:26:35.000Z,116.797852, 
2018-12-15T05:26:35.000Z,117.23333, 
2018-12-15T06:26:35.000Z,117.253479, 
2018-12-15T07:26:34.000Z,116.717575, 
2018-12-15T08:26:34.000Z,117.065994, 
2018-12-15T09:26:34.000Z,117.29718, 
2018-12-15T10:26:33.000Z,117.725227, 
2018-12-15T11:26:33.000Z,118.195488, 
2018-12-15T12:26:33.000Z,118.447601, 
2018-12-15T13:26:32.000Z,119.252937, 
2018-12-15T14:26:32.000Z,120.547798, 
2018-12-15T15:26:32.000Z,116.796364, 
2018-12-15T16:26:31.000Z,116.189117, 
2018-12-15T17:26:31.000Z,115.552788, 
2018-12-15T18:26:31.000Z,115.523628, 
2018-12-15T19:26:30.000Z,115.771782, 
2018-12-15T20:26:30.000Z,114.786331, 
2018-12-15T21:26:30.000Z,115.669716, 
2018-12-15T22:26:29.000Z,119.882217, 
2018-12-15T23:26:29.000Z,78.813774, 
2018-12-16T00:26:29.000Z,79.845718, 
2018-12-16T01:26:28.000Z,78.273193, 
2018-12-16T02:26:28.000Z,78.299728, 
2018-12-16T03:26:28.000Z,79.557678, 
2018-12-16T04:26:27.000Z,113.931915, 
2018-12-16T05:26:27.000Z,127.573349, 
2018-12-16T06:26:27.000Z,118.828278, 
2018-12-16T07:26:26.000Z,119.918388, 
2018-12-16T08:26:26.000Z,118.394447, 
2018-12-16T09:26:26.000Z,117.899559, 
2018-12-16T10:26:25.000Z,117.831161, 
2018-12-16T11:26:25.000Z,118.158218, 
2018-12-16T12:26:25.000Z,118.22049, 
2018-12-16T13:26:24.000Z,119.126289, 
2018-12-16T14:26:24.000Z,119.239487, 
2018-12-16T15:26:24.000Z,116.938629, 
2018-12-16T16:26:23.000Z,116.290298, 
2018-12-16T17:26:23.000Z,116.157829, 
2018-12-16T18:26:23.000Z,115.276596, 
2018-12-16T19:26:22.000Z,115.161201, 
2018-12-16T20:26:22.000Z,115.114471, 
2018-12-16T21:26:22.000Z,116.009407, 
2018-12-16T22:26:21.000Z,118.773598, 
2018-12-16T23:26:21.000Z,119.019447, 
2018-12-17T00:26:21.000Z,108.194679, 
2018-12-17T01:26:20.000Z,117.718834, 
2018-12-17T02:26:20.000Z,118.29184, 
2018-12-17T03:26:20.000Z,118.541801, 
2018-12-17T04:26:19.000Z,118.384933, 
2018-12-17T05:26:19.000Z,117.938835, 
2018-12-17T06:26:19.000Z,117.935898, 
2018-12-17T07:26:18.000Z,118.182541, 
2018-12-17T08:26:18.000Z,118.05481, 
2018-12-17T09:26:18.000Z,117.851303, 
2018-12-17T10:26:17.000Z,117.85865, 
2018-12-17T11:26:17.000Z,118.140091, 
2018-12-17T12:26:17.000Z,120.117836, 
2018-12-17T13:26:16.000Z,118.388123, 
2018-12-17T14:26:16.000Z,118.758141, 
2018-12-17T15:26:16.000Z,118.803314, 
2018-12-17T16:26:15.000Z,78.23497, 
2018-12-17T17:26:15.000Z,78.243469, 
2018-12-17T18:26:15.000Z,78.778496, 
2018-12-17T19:26:14.000Z,78.789886, 
2018-12-17T20:26:14.000Z,78.912521, 
2018-12-17T21:26:14.000Z,80.096947, 
2018-12-17T22:26:13.000Z,78.922539, 
2018-12-17T23:26:13.000Z,78.778946, 
2018-12-18T00:26:13.000Z,80.059982, 
2018-12-18T01:26:12.000Z,79.014542, 
2018-12-18T02:26:12.000Z,78.972221, 
2018-12-18T03:26:12.000Z,103.933022, 
2018-12-18T04:26:11.000Z,117.916611, 
2018-12-18T05:26:11.000Z,78.835999, 
2018-12-18T06:26:11.000Z,78.852295, 
2018-12-18T07:26:09.000Z,78.830574, 
2018-12-18T08:26:09.000Z,78.772644, 
2018-12-18T09:26:09.000Z,78.766312, 
2018-12-18T10:26:08.000Z,78.513824, 
2018-12-18T11:26:08.000Z,78.367371, 
2018-12-18T12:26:08.000Z,78.321487, 
2018-12-18T13:26:07.000Z,78.411575, 
2018-12-18T14:26:07.000Z,122.499802, 
2018-12-18T15:26:07.000Z,118.415764, 
2018-12-18T16:26:05.000Z,116.954536, 
2018-12-18T17:26:05.000Z,120.15506, 
2018-12-18T18:26:05.000Z,109.846855, 
2018-12-18T19:26:04.000Z,119.140022, 
2018-12-18T20:26:04.000Z,122.85331, 
2018-12-18T21:26:04.000Z,110.344551, 
2018-12-18T22:26:03.000Z,78.24395, 
2018-12-18T23:26:03.000Z,78.425766, 
2018-12-19T00:26:03.000Z,78.262825, 
2018-12-19T01:26:02.000Z,78.245277, 
2018-12-19T02:26:02.000Z,78.204124, 
2018-12-19T03:26:02.000Z,78.147545, 
2018-12-19T04:26:00.000Z,78.140205, 
